,initial_index,seeker_post,seeking?_x,seeking?_y
7078,910.0,whats the longest youve been out of school/college/work because of your depression?. I havent been to school in a while been out for 4 weeks.,Not Seeking,Not seeking
7080,912.0,"One question :). I have depression, I dont sleep well either. I work almost 9 hours a day also. Sometimes if I focus on something or just watching, that thing or stuff around it moves. Kinda like a LSD effect. Is that normal?",Seeking(truly),Not seeking
7095,927.0,Today as I was walking home I stopped to lay on the grass for a while. It was nice. Just a reminder for everyone to get away from the electronics and just enjoy nature once in a while.,Not Seeking,Not seeking
7114,946.0,Currently on Lexapro sub and going to be prescribed Wellbutrin. Anyone been on this combo before?. I am currently taking Lexapro once a day and my doc just prescribed me Wellbutrin. I was just wondering if anyone has ever been on this combo before. I am currently on Lexapro for Depression and Anxiety. My depression is becoming less manageable the longer I am on Lexapro. I am also tired all of the time. I am scared to try any other SSRI's as they have really messed with my libido in the past. My doctor suggested Wellbutrin but I am a little worried about how I will react to it. Just wanted to come here and see if anyone has taken both and what your experience was ?,Not Seeking,Not seeking
7158,990.0,How do you learn to accept what you cant change?. Trying to stop self loath,Not Seeking,Not seeking
7159,991.0,"What is the excuse you usually use to hide it?. Every now and then when someone notices something, I just say that I'm feeling tired and didn't get some sleep, or that I had something else to do. Now too many people are noticing stuff, so I'm wondering what you guys use as cover up?",Not Seeking,Not seeking
7162,994.0,"Why are there so many depressed people these days?. crazy how the rates have skyrocketed recently. My theory is that it has to do with social media and the internet, since people are becoming increasingly isolated. What do you think?",Not Seeking,Not seeking
7171,1003.0,"I need some help. Someone really close to me was doing a lot better and was improved, but then they are back to cutting themselves. I need some advice on how to help them to realize it is not good and to stop. Any advice? Thanks!",Seeking(truly),Not seeking
7195,1027.0,Just failed out of college. idk why but I figured my greatest failure was worth sharing. I hope you all had a better day than I had.,Seeking(truly),Not seeking
7215,1047.0,Time Machine. I wish There was a time machine ;\(,Not Seeking,Not seeking
7227,1059.0,Could I OD on a bottle of 25mg vistaril (90 pills in one bottle) mixed with 30 50mg luvox. I don't want helpi just want to know if that could be successful. More so than driving my car into a pole as fast as I can or something. Thanks,Not Seeking,Not seeking
7246,1078.0,"Looking forward to the day I die. Anyone else get excited when you think about the day you die. Im not afraid of death at all, and the thought doesn't make me sad. Am I crazy? I mean you finaly get the greatest question known to man answered!",Seeking(subtly),Not seeking
7254,1086.0,Short and Simple Explanation of Meds. meds are the difference between my mind thinking rationally and,Not Seeking,Not seeking
7271,1103.0,Is living really better than dying ?. so great about being alive .,Seeking(truly),Not seeking
7304,1136.0,“Happiness only real when shared” -Christopher McCandless. Other people are toxic though... :(,Not Seeking,Not seeking
7305,1137.0,"For those who have taken effexor, what has it done for you?. looking to hear both pros and cons of the medication. if you are currently on or have taken effexor, what did it do for you? as with any ssri/snri, they affect everybody differently and I understand this",Not Seeking,Not seeking
7307,1139.0,"jobs for depressed people?. please respond, what jobs are good for depressed people?",Seeking(subtly),Not seeking
7315,1147.0,What's your distraction?. I make music and exercise. They help when I have the energy for them. What about you?,Not Seeking,Not seeking
7380,1212.0,Do what makes you happy. Such dumb advice when nothing makes you happy anymore.,Seeking(truly),Not seeking
7398,1230.0,How toxic is it. Can you die of muriatic acid?,Not Seeking,Not seeking
7409,1241.0,I opened up to my friends about my depression and how I truly feel and they have abandoned me.. I have myself to blame for that and the moral of the story is that nobody cares and you should never owe up to your depression,Seeking(truly),Not seeking
7423,1255.0,"How do you guys push through when you're hanging by a thread?. I've made it almost two years since my last suicide attempt and I want to keep pushing that number higher. When you guys are really pushed to your limit, is there anything you do so that you can keep going?",Seeking(truly),Not seeking
7437,1269.0,How are you supposed to fake confidence?. Is anyone here been successful with doing this?,Not Seeking,Not seeking
7438,1270.0,"Parenting w/Depression. I just want to know in a yes or, no fashion whether or not you believe your depression affects your ability to be a parent. Temporarily or permanently, doesn't matter. If you don't have kids, you're welcome to weigh in hypothetically. ~ Just curious as I have a four year old daughter.",Not Seeking,Not seeking
7448,1280.0,Does anybody else hope WW3 happens soon? So you can fight overseas and die a hero?. At least then people would remember me...,Seeking(truly),Not seeking
7463,1295.0,"TIL I learned if you mistype the last four numbers of the suicide hotline (8225 instead of 8255), you get a singles hotline.. It honestly made me laugh",Seeking(subtly),Not seeking
7493,1325.0,"Cleaned my bedroom, closet, and bathroom this morning. Can't slit your wrists in a moldy bathtub",Seeking(truly),Not seeking
7503,1335.0,Three months of not showering led to me taking a shower today and I am glad I did. I finally accomplished something this week.,Not Seeking,Not seeking
7527,1359.0,"If somebody actually says you're cute or good looking, do you believe them?. I want to believe people when they say that but I always think they just say it to make you feel better...",Not Seeking,Not seeking
7531,1363.0,"Hi. Hi guys, I joined like 3days ago. Nice to meet you or smth",Not Seeking,Not seeking
7535,1367.0,Don’t give me false hopes. Be my friend. Be my love. Stay. leave. I thought the one. Stay... Please stay.,Seeking(truly),Not seeking
7545,1377.0,"Just woke up at 7 pm. Just lovely, isn't it?. I can't wait to get this unproductive day started! :(",Seeking(subtly),Not seeking
7552,1384.0,Starting Intensive outpatient program tomorrow. Has anyone gone through an IOP? What was your experience?,Not Seeking,Not seeking
7582,1414.0,How did you (If you did) beat depression?. I'm curious to know how y'all did it.,Not Seeking/Maybe,Not seeking
7584,1416.0,"If 1. You feel like shit about yourself but everyone refuses to validate your feelings and 2. You realize we are so insignificant in this universe.... Really, what reason is there to live?",Seeking(subtly),Not seeking
8256,266.0,"Am I alone because I'm depressed, or am I depressed because I'm alone?. It's been so long, I don't remember anymore...",Seeking(truly),Seeking
8325,229.0,When was the last time.... Someone gave you a hug?,Not Seeking,Not seeking
8422,45.0,Everyday I ask myself why I haven't killed myself.. And as each day passes I have less reasons.,Seeking(truly),Seeking
8533,171.0,I wake up and just want the day to be over already.. Like I have nothing to look forward to.,Seeking(truly),Seeking
8814,609.0,"What advice would you give to a 16 year old who is lonely, struggles with depression and feels like they are wasting their youth sat at home all day?. Title pretty much covers it.",Seeking(truly),Not seeking
8970,48.0,Is the good even worth it?. idek anymore. Too much bad...,Seeking(truly),Seeking
9124,6.0,"My parents wont allow me to sick medical assistance because they think my depression is bs. Title. I'm 16, got no money. What to do?",Seeking(truly),Seeking
9125,1414.0,How did you (If you did) beat depression?. I'm curious to know how y'all did it.,Not Seeking/Maybe,Not seeking
9179,277.0,"I don’t think people love me. They love versions of me I have spun for them, versions of me they have construed in their minds. The easy versions of me, the easy parts of me to love.. But no one will ever love me",Seeking(truly),Seeking
